minute,result,X,Y,xG,player,h_a,player_id,situation,year,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
3,MissedShots,0.780999985,0.387999992,0.045628879,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7885,Barcelona,Real Betis,2,0,20-08-2017 19:15,NA,TakeOn
17,BlockedShot,0.758000031,0.454000015,0.024987474,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7885,Barcelona,Real Betis,2,0,20-08-2017 19:15,Nélson Semedo,Pass
24,MissedShots,0.841999969,0.487000008,0.089073554,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7885,Barcelona,Real Betis,2,0,20-08-2017 19:15,Sergio Busquets,Pass
59,BlockedShot,0.780999985,0.545999985,0.051456057,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7885,Barcelona,Real Betis,2,0,20-08-2017 19:15,Sergio Busquets,Pass
80,ShotOnPost,0.799000015,0.705,0.043200277,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7885,Barcelona,Real Betis,2,0,20-08-2017 19:15,Sergi Roberto,LayOff
82,SavedShot,0.845999985,0.437000008,0.083687849,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7885,Barcelona,Real Betis,2,0,20-08-2017 19:15,Ivan Rakitic,Pass
8,SavedShot,0.805999985,0.646999969,0.031720478,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7891,Alaves,Barcelona,0,2,26-08-2017 17:15,Sergio Busquets,Pass
22,SavedShot,0.869000015,0.605999985,0.090151593,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7891,Alaves,Barcelona,0,2,26-08-2017 17:15,Gerard Deulofeu,Pass
54,Goal,0.9,0.617999992,0.100550026,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7891,Alaves,Barcelona,0,2,26-08-2017 17:15,Jordi Alba,Pass
65,Goal,0.89,0.56,0.426368356,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7891,Alaves,Barcelona,0,2,26-08-2017 17:15,Paco Alcácer,Interception
73,ShotOnPost,0.836999969,0.480999985,0.104895033,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7891,Alaves,Barcelona,0,2,26-08-2017 17:15,Denis Suárez,Pass
74,BlockedShot,0.864000015,0.53,0.128693968,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7891,Alaves,Barcelona,0,2,26-08-2017 17:15,Paco Alcácer,Pass
25,Goal,0.905,0.502999992,0.475532681,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7903,Barcelona,Espanyol,5,0,09-09-2017 19:45,Ivan Rakitic,TakeOn
30,BlockedShot,0.953000031,0.387999992,0.126122624,Lionel Messi,h,2097,OpenPlay,2017,RightFoot,7903,Barcelona,Espanyol,5,0,09-09-2017 19:45,NA,Rebound
34,Goal,0.963000031,0.547999992,0.641872346,Lionel Messi,h,2097,OpenPlay,2017,RightFoot,7903,Barcelona,Espanyol,5,0,09-09-2017 19:45,Jordi Alba,Pass
52,BlockedShot,0.853000031,0.537999992,0.093637109,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7903,Barcelona,Espanyol,5,0,09-09-2017 19:45,Gerard Deulofeu,Cross
66,Goal,0.911999969,0.560999985,0.522943437,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7903,Barcelona,Espanyol,5,0,09-09-2017 19:45,Jordi Alba,Pass
82,MissedShots,0.829000015,0.542000008,0.097862072,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7903,Barcelona,Espanyol,5,0,09-09-2017 19:45,Luis Suárez,Pass
87,BlockedShot,0.736999969,0.442999992,0.024448967,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7914,Getafe,Barcelona,1,2,16-09-2017 15:15,Gerard Deulofeu,Pass
25,SavedShot,0.778000031,0.430999985,0.0416595,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7924,Barcelona,Eibar,6,1,19-09-2017 21:00,Gerard Deulofeu,Pass
36,SavedShot,0.851999969,0.457999992,0.103878401,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7924,Barcelona,Eibar,6,1,19-09-2017 21:00,Gerard Deulofeu,Pass
52,SavedShot,0.831999969,0.462000008,0.105634093,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7924,Barcelona,Eibar,6,1,19-09-2017 21:00,Javier Mascherano,TakeOn
58,Goal,0.833000031,0.569000015,0.091413073,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7924,Barcelona,Eibar,6,1,19-09-2017 21:00,Sergio Busquets,Pass
61,Goal,0.913000031,0.370999985,0.292586476,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7924,Barcelona,Eibar,6,1,19-09-2017 21:00,Paulinho,Pass
86,Goal,0.911999969,0.427999992,0.512980163,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7924,Barcelona,Eibar,6,1,19-09-2017 21:00,Aleix Vidal,Pass
9,BlockedShot,0.760999985,0.465999985,0.024490777,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7945,Barcelona,Las Palmas,3,0,01-10-2017 15:15,Sergi Roberto,BallRecovery
49,SavedShot,0.899000015,0.407000008,0.291696727,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7945,Barcelona,Las Palmas,3,0,01-10-2017 15:15,Denis Suárez,TakeOn
55,MissedShots,0.898000031,0.525,0.318579018,Lionel Messi,h,2097,OpenPlay,2017,Head,7945,Barcelona,Las Palmas,3,0,01-10-2017 15:15,Luis Suárez,Chipped
64,SavedShot,0.92,0.645999985,0.122174725,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7945,Barcelona,Las Palmas,3,0,01-10-2017 15:15,Andrés Iniesta,TakeOn
69,Goal,0.974000015,0.464000015,0.97363615,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7945,Barcelona,Las Palmas,3,0,01-10-2017 15:15,Denis Suárez,TakeOn
76,Goal,0.895,0.475999985,0.546054006,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7945,Barcelona,Las Palmas,3,0,01-10-2017 15:15,Luis Suárez,Throughball
38,BlockedShot,0.835999985,0.674000015,0.041710284,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7957,Atletico Madrid,Barcelona,1,1,14-10-2017 19:45,Jordi Alba,Pass
44,BlockedShot,0.854000015,0.688000031,0.040308606,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7957,Atletico Madrid,Barcelona,1,1,14-10-2017 19:45,NA,Dispossessed
65,SavedShot,0.930999985,0.705,0.056226969,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7957,Atletico Madrid,Barcelona,1,1,14-10-2017 19:45,Luis Suárez,Pass
70,ShotOnPost,0.858000031,0.509000015,0.067691714,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7957,Atletico Madrid,Barcelona,1,1,14-10-2017 19:45,NA,Dispossessed
26,MissedShots,0.808000031,0.472000008,0.060925715,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7966,Barcelona,Malaga,2,0,21-10-2017 19:45,NA,Rebound
52,SavedShot,0.913000031,0.680999985,0.078277521,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7966,Barcelona,Malaga,2,0,21-10-2017 19:45,Andrés Iniesta,Pass
5,SavedShot,0.749000015,0.434000015,0.018612817,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7977,Athletic Club,Barcelona,0,2,28-10-2017 19:45,NA,None
20,ShotOnPost,0.966999969,0.442999992,0.662711263,Lionel Messi,a,2097,OpenPlay,2017,RightFoot,7977,Athletic Club,Barcelona,0,2,28-10-2017 19:45,Luis Suárez,Pass
35,Goal,0.879000015,0.557999992,0.107542381,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7977,Athletic Club,Barcelona,0,2,28-10-2017 19:45,Jordi Alba,Pass
3,SavedShot,0.905999985,0.645,0.101874031,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7987,Barcelona,Sevilla,2,1,05-11-2017 03:45,Ivan Rakitic,TakeOn
6,MissedShots,0.798000031,0.445999985,0.043509565,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7987,Barcelona,Sevilla,2,1,05-11-2017 03:45,Ivan Rakitic,Pass
44,MissedShots,0.846999969,0.599000015,0.083071142,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7987,Barcelona,Sevilla,2,1,05-11-2017 03:45,Jordi Alba,Pass
71,SavedShot,0.859000015,0.537000008,0.093831323,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,7987,Barcelona,Sevilla,2,1,05-11-2017 03:45,NA,None
87,SavedShot,0.759000015,0.582000008,0.040965181,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7998,Leganes,Barcelona,0,3,18-11-2017 15:15,Paulinho,Pass
89,BlockedShot,0.966999969,0.665999985,0.100427181,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,7998,Leganes,Barcelona,0,3,18-11-2017 15:15,Jordi Alba,Pass
29,SavedShot,0.819000015,0.499000015,0.066217512,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8008,Valencia,Barcelona,1,1,26-11-2017 19:45,Luis Suárez,Pass
41,BlockedShot,0.880999985,0.397000008,0.082099885,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8008,Valencia,Barcelona,1,1,26-11-2017 19:45,NA,Rebound
53,BlockedShot,0.924000015,0.708000031,0.044343848,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8008,Valencia,Barcelona,1,1,26-11-2017 19:45,Paulinho,Pass
21,Goal,0.894000015,0.614000015,0.317745537,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8018,Barcelona,Celta Vigo,2,2,02-12-2017 12:00,Paulinho,Pass
30,ShotOnPost,0.97,0.594000015,0.123289831,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8018,Barcelona,Celta Vigo,2,2,02-12-2017 12:00,NA,Rebound
30,BlockedShot,0.925999985,0.585,0.276819319,Lionel Messi,h,2097,OpenPlay,2017,Head,8018,Barcelona,Celta Vigo,2,2,02-12-2017 12:00,NA,Rebound
33,BlockedShot,0.845,0.342000008,0.048151724,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8018,Barcelona,Celta Vigo,2,2,02-12-2017 12:00,Sergi Roberto,Pass
63,SavedShot,0.861999969,0.509000015,0.105274938,Lionel Messi,h,2097,OpenPlay,2017,RightFoot,8018,Barcelona,Celta Vigo,2,2,02-12-2017 12:00,NA,BallTouch
63,BlockedShot,0.925999985,0.552999992,0.115952432,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8018,Barcelona,Celta Vigo,2,2,02-12-2017 12:00,NA,None
63,SavedShot,0.909000015,0.499000015,0.064181007,Lionel Messi,h,2097,OpenPlay,2017,Head,8018,Barcelona,Celta Vigo,2,2,02-12-2017 12:00,Denis Suárez,Chipped
84,MissedShots,0.953000031,0.47,0.536320865,Lionel Messi,h,2097,OpenPlay,2017,Head,8018,Barcelona,Celta Vigo,2,2,02-12-2017 12:00,NA,Rebound
2,BlockedShot,0.84,0.684000015,0.035961088,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8027,Villarreal,Barcelona,0,2,10-12-2017 19:45,Denis Suárez,TakeOn
37,MissedShots,0.808000031,0.524000015,0.077725388,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8027,Villarreal,Barcelona,0,2,10-12-2017 19:45,NA,TakeOn
58,MissedShots,0.86,0.539000015,0.103539534,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8027,Villarreal,Barcelona,0,2,10-12-2017 19:45,Jordi Alba,Pass
70,MissedShots,0.895,0.632999992,0.092817239,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8027,Villarreal,Barcelona,0,2,10-12-2017 19:45,Jordi Alba,Pass
82,Goal,0.896999969,0.442999992,0.419481337,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8027,Villarreal,Barcelona,0,2,10-12-2017 19:45,Sergio Busquets,BallRecovery
2,MissedShots,0.895999985,0.475999985,0.437896788,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8038,Barcelona,Deportivo La Coruna,4,0,17-12-2017 19:45,NA,None
13,SavedShot,0.820999985,0.605999985,0.052044567,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8038,Barcelona,Deportivo La Coruna,4,0,17-12-2017 19:45,Jordi Alba,Pass
26,SavedShot,0.881999969,0.617999992,0.084494941,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8038,Barcelona,Deportivo La Coruna,4,0,17-12-2017 19:45,Luis Suárez,Pass
36,ShotOnPost,0.865,0.542999992,0.508280814,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8038,Barcelona,Deportivo La Coruna,4,0,17-12-2017 19:45,Luis Suárez,Pass
40,ShotOnPost,0.874000015,0.63,0.148609266,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8038,Barcelona,Deportivo La Coruna,4,0,17-12-2017 19:45,Ivan Rakitic,TakeOn
48,BlockedShot,0.88,0.650999985,0.098859303,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8038,Barcelona,Deportivo La Coruna,4,0,17-12-2017 19:45,Luis Suárez,Pass
66,MissedShots,0.804000015,0.477999992,0.075055875,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8038,Barcelona,Deportivo La Coruna,4,0,17-12-2017 19:45,Paulinho,Pass
79,MissedShots,0.869000015,0.570999985,0.320316881,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8038,Barcelona,Deportivo La Coruna,4,0,17-12-2017 19:45,Aleix Vidal,Pass
69,SavedShot,0.861999969,0.554000015,0.127384096,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8046,Real Madrid,Barcelona,0,3,23-12-2017 12:00,NA,TakeOn
11,Goal,0.871999969,0.617999992,0.102517053,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8055,Barcelona,Levante,3,0,07-01-2018 15:15,Jordi Alba,LayOff
44,SavedShot,0.979000015,0.640999985,0.099660367,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8055,Barcelona,Levante,3,0,07-01-2018 15:15,Ivan Rakitic,Chipped
8,MissedShots,0.729000015,0.587000008,0.020913396,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8065,Real Sociedad,Barcelona,2,4,14-01-2018 19:45,Sergio Busquets,TakeOn
81,SavedShot,0.794000015,0.66,0.026553545,Lionel Messi,a,2097,OpenPlay,2017,RightFoot,8065,Real Sociedad,Barcelona,2,4,14-01-2018 19:45,Sergio Busquets,TakeOn
30,MissedShots,0.940999985,0.696999969,0.105059482,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8074,Real Betis,Barcelona,0,5,21-01-2018 19:45,Luis Suárez,Throughball
63,Goal,0.868000031,0.582000008,0.367313415,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8074,Real Betis,Barcelona,0,5,21-01-2018 19:45,Sergio Busquets,Throughball
75,MissedShots,0.818000031,0.622999992,0.086814515,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8074,Real Betis,Barcelona,0,5,21-01-2018 19:45,Sergio Busquets,Chipped
79,Goal,0.881999969,0.567000008,0.401491284,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8074,Real Betis,Barcelona,0,5,21-01-2018 19:45,Luis Suárez,TakeOn
58,SavedShot,0.953000031,0.595999985,0.078266166,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8081,Barcelona,Alaves,2,1,28-01-2018 19:45,NA,None
90,SavedShot,0.874000015,0.442999992,0.126962259,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8081,Barcelona,Alaves,2,1,28-01-2018 19:45,Paco Alcácer,TakeOn
79,SavedShot,0.765,0.570999985,0.024657948,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8104,Barcelona,Getafe,0,0,11-02-2018 15:15,Sergio Busquets,TakeOn
79,SavedShot,0.745999985,0.337999992,0.020397592,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8104,Barcelona,Getafe,0,0,11-02-2018 15:15,Sergio Busquets,Pass
36,ShotOnPost,0.901999969,0.708000031,0.305609405,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8114,Eibar,Barcelona,0,2,17-02-2018 15:15,Luis Suárez,Pass
79,SavedShot,0.916999969,0.567000008,0.461525202,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8114,Eibar,Barcelona,0,2,17-02-2018 15:15,Philippe Coutinho,Throughball
87,SavedShot,0.904000015,0.532999992,0.137356177,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8114,Eibar,Barcelona,0,2,17-02-2018 15:15,Aleix Vidal,Pass
91,MissedShots,0.834000015,0.560999985,0.097670741,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8114,Eibar,Barcelona,0,2,17-02-2018 15:15,Philippe Coutinho,Pass
18,BlockedShot,0.865,0.547999992,0.293045729,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8122,Barcelona,Girona,6,1,24-02-2018 19:45,Luis Suárez,Chipped
27,MissedShots,0.795999985,0.499000015,0.04722156,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8122,Barcelona,Girona,6,1,24-02-2018 19:45,Ousmane Dembélé,Pass
29,Goal,0.893000031,0.47,0.114946,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8122,Barcelona,Girona,6,1,24-02-2018 19:45,Luis Suárez,Pass
55,SavedShot,0.865,0.649000015,0.077737644,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8122,Barcelona,Girona,6,1,24-02-2018 19:45,NA,BallRecovery
39,BlockedShot,0.905999985,0.577000008,0.132663906,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8138,Las Palmas,Barcelona,1,1,01-03-2018 20:00,Luis Suárez,Pass
20,SavedShot,0.749000015,0.382000008,0.025089551,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8146,Barcelona,Atletico Madrid,1,0,04-03-2018 15:15,Sergio Busquets,TakeOn
76,BlockedShot,0.81,0.460999985,0.069739096,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8146,Barcelona,Atletico Madrid,1,0,04-03-2018 15:15,André Gomes,Pass
11,SavedShot,0.941999969,0.302999992,0.060761478,Lionel Messi,h,2097,OpenPlay,2017,RightFoot,8167,Barcelona,Athletic Club,2,0,18-03-2018 15:15,Ousmane Dembélé,Pass
11,SavedShot,0.815,0.455999985,0.074909307,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8167,Barcelona,Athletic Club,2,0,18-03-2018 15:15,Ousmane Dembélé,Pass
29,Goal,0.808000031,0.477999992,0.06836272,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8167,Barcelona,Athletic Club,2,0,18-03-2018 15:15,Ousmane Dembélé,Pass
41,BlockedShot,0.811999969,0.6,0.066296108,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8167,Barcelona,Athletic Club,2,0,18-03-2018 15:15,Philippe Coutinho,Pass
87,MissedShots,0.873000031,0.655,0.130018875,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8167,Barcelona,Athletic Club,2,0,18-03-2018 15:15,Ivan Rakitic,TakeOn
75,MissedShots,0.748000031,0.457999992,0.020174211,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8177,Sevilla,Barcelona,2,2,31-03-2018 00:00,Philippe Coutinho,Pass
85,SavedShot,0.965999985,0.655,0.050291065,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8177,Sevilla,Barcelona,2,2,31-03-2018 00:00,Jordi Alba,TakeOn
86,BlockedShot,0.845999985,0.452000008,0.057345323,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8177,Sevilla,Barcelona,2,2,31-03-2018 00:00,NA,None
88,Goal,0.765,0.525999985,0.027642388,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8177,Sevilla,Barcelona,2,2,31-03-2018 00:00,Philippe Coutinho,Pass
31,Goal,0.868000031,0.557000008,0.135751843,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8182,Barcelona,Leganes,3,1,07-04-2018 18:45,Philippe Coutinho,Throughball
69,MissedShots,0.856999969,0.675,0.061170124,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8182,Barcelona,Leganes,3,1,07-04-2018 18:45,André Gomes,Pass
72,SavedShot,0.785999985,0.202000008,0.102743514,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8182,Barcelona,Leganes,3,1,07-04-2018 18:45,Nélson Semedo,Throughball
86,Goal,0.963000031,0.494000015,0.842974544,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8182,Barcelona,Leganes,3,1,07-04-2018 18:45,Ousmane Dembélé,Pass
31,MissedShots,0.925999985,0.542000008,0.142858669,Lionel Messi,h,2097,OpenPlay,2017,Head,8197,Barcelona,Valencia,2,1,14-04-2018 14:15,Jordi Alba,Cross
32,MissedShots,0.895999985,0.445,0.047528658,Lionel Messi,h,2097,OpenPlay,2017,Head,8197,Barcelona,Valencia,2,1,14-04-2018 14:15,Luis Suárez,Chipped
55,SavedShot,0.786999969,0.464000015,0.064731978,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8197,Barcelona,Valencia,2,1,14-04-2018 14:15,Paulinho,TakeOn
56,SavedShot,0.815999985,0.464000015,0.083823964,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8197,Barcelona,Valencia,2,1,14-04-2018 14:15,Luis Suárez,Pass
64,MissedShots,0.816999969,0.527000008,0.071912751,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8197,Barcelona,Valencia,2,1,14-04-2018 14:15,Sergio Busquets,Chipped
77,MissedShots,0.815,0.524000015,0.087568365,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8197,Barcelona,Valencia,2,1,14-04-2018 14:15,Luis Suárez,TakeOn
68,MissedShots,0.783000031,0.49,0.048851766,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8208,Celta Vigo,Barcelona,2,2,17-04-2018 19:00,Sergi Roberto,Pass
28,MissedShots,0.855999985,0.527999992,0.030028041,Lionel Messi,a,2097,OpenPlay,2017,Head,8227,Deportivo La Coruna,Barcelona,2,4,29-04-2018 15:00,Luis Suárez,Chipped
37,Goal,0.953000031,0.643000031,0.305891782,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8227,Deportivo La Coruna,Barcelona,2,4,29-04-2018 15:00,Luis Suárez,Chipped
50,SavedShot,0.949000015,0.435,0.570209861,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8227,Deportivo La Coruna,Barcelona,2,4,29-04-2018 15:00,Luis Suárez,Throughball
51,MissedShots,0.926999969,0.415999985,0.113452539,Lionel Messi,a,2097,OpenPlay,2017,RightFoot,8227,Deportivo La Coruna,Barcelona,2,4,29-04-2018 15:00,Philippe Coutinho,Chipped
60,BlockedShot,0.908000031,0.665999985,0.093078628,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8227,Deportivo La Coruna,Barcelona,2,4,29-04-2018 15:00,Luis Suárez,Pass
78,BlockedShot,0.834000015,0.530999985,0.069634631,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8227,Deportivo La Coruna,Barcelona,2,4,29-04-2018 15:00,NA,BallRecovery
81,Goal,0.954000015,0.477999992,0.671420872,Lionel Messi,a,2097,OpenPlay,2017,RightFoot,8227,Deportivo La Coruna,Barcelona,2,4,29-04-2018 15:00,Luis Suárez,Pass
84,Goal,0.899000015,0.544000015,0.460398018,Lionel Messi,a,2097,OpenPlay,2017,LeftFoot,8227,Deportivo La Coruna,Barcelona,2,4,29-04-2018 15:00,Luis Suárez,Pass
51,Goal,0.851999969,0.537999992,0.091253817,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8236,Barcelona,Real Madrid,2,2,06-05-2018 19:45,Luis Suárez,Pass
69,SavedShot,0.891999969,0.617999992,0.38751471,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8236,Barcelona,Real Madrid,2,2,06-05-2018 19:45,Luis Suárez,Chipped
81,SavedShot,0.966999969,0.305,0.072528265,Lionel Messi,h,2097,OpenPlay,2017,RightFoot,8236,Barcelona,Real Madrid,2,2,06-05-2018 19:45,Ivan Rakitic,TakeOn
81,MissedShots,0.874000015,0.293999996,0.04217194,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8236,Barcelona,Real Madrid,2,2,06-05-2018 19:45,NA,None
6,MissedShots,0.851999969,0.312000008,0.04861081,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8217,Barcelona,Villarreal,5,1,09-05-2018 19:00,Paulinho,TakeOn
44,Goal,0.956999969,0.544000015,0.668233335,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8217,Barcelona,Villarreal,5,1,09-05-2018 19:00,Andrés Iniesta,Throughball
84,BlockedShot,0.819000015,0.509000015,0.092317767,Lionel Messi,h,2097,OpenPlay,2017,LeftFoot,8217,Barcelona,Villarreal,5,1,09-05-2018 19:00,Luis Suárez,Pass
76,SavedShot,0.895,0.547999992,0.064320721,Lionel Messi,h,2097,OpenPlay,2017,RightFoot,8258,Barcelona,Real Sociedad,1,0,20-05-2018 16:00,Luis Suárez,Aerial
2,MissedShots,0.924000015,0.355,0.064963907,Lionel Messi,h,2097,OpenPlay,2018,RightFoot,9961,Barcelona,Alaves,3,0,18-08-2018 23:15,Ivan Rakitic,Chipped
15,SavedShot,0.740999985,0.522000008,0.020598041,Lionel Messi,h,2097,OpenPlay,2018,LeftFoot,9961,Barcelona,Alaves,3,0,18-08-2018 23:15,Sergio Busquets,BallRecovery
65,ShotOnPost,0.868000031,0.405999985,0.098792531,Lionel Messi,h,2097,OpenPlay,2018,LeftFoot,9961,Barcelona,Alaves,3,0,18-08-2018 23:15,Luis Suárez,Pass
89,SavedShot,0.875,0.394000015,0.097832225,Lionel Messi,h,2097,OpenPlay,2018,LeftFoot,9961,Barcelona,Alaves,3,0,18-08-2018 23:15,Sergi Roberto,Pass
