index,player,team,minute,type,shot_type,shot_outcome,xG,x,y
3683,Lionel Andrés Messi Cuccittini,Barcelona,21,Shot,Open Play,Blocked,0.06020692,114.8,30.3
3685,Lionel Andrés Messi Cuccittini,Barcelona,28,Shot,Open Play,Off T,0.06625372,102.3,34.7
3688,Lionel Andrés Messi Cuccittini,Barcelona,34,Shot,Open Play,Saved,0.08436665,118.6,50.6
3702,Lionel Andrés Messi Cuccittini,Barcelona,91,Shot,Open Play,Goal,0.35975075,110.2,35.9
3668,Lionel Andrés Messi Cuccittini,Barcelona,7,Shot,Open Play,Off T,0.03827912,104,34.5
3671,Lionel Andrés Messi Cuccittini,Barcelona,16,Shot,Open Play,Goal,0.08188687,97.7,35.2
3676,Lionel Andrés Messi Cuccittini,Barcelona,36,Shot,Open Play,Saved,0.21880874,112.5,46.2
3677,Lionel Andrés Messi Cuccittini,Barcelona,36,Shot,Open Play,Goal,0.3744889,116.4,44
3688,Lionel Andrés Messi Cuccittini,Barcelona,66,Shot,Open Play,Goal,0.90605074,116,42.8
4030,Lionel Andrés Messi Cuccittini,Barcelona,57,Shot,Open Play,Blocked,0.03179164,97.1,40.9
4034,Lionel Andrés Messi Cuccittini,Barcelona,66,Shot,Open Play,Off T,0.11138252,105.3,29.1
4036,Lionel Andrés Messi Cuccittini,Barcelona,70,Shot,Open Play,Off T,0.015495899,99.7,57.4
4039,Lionel Andrés Messi Cuccittini,Barcelona,77,Shot,Open Play,Goal,0.3345073,114.2,43.5
4040,Lionel Andrés Messi Cuccittini,Barcelona,81,Shot,Open Play,Saved,0.060924914,109.1,28.4
4041,Lionel Andrés Messi Cuccittini,Barcelona,87,Shot,Open Play,Blocked,0.06626936,101.7,42.1
4042,Lionel Andrés Messi Cuccittini,Barcelona,92,Shot,Open Play,Saved,0.06459336,118.1,30
4189,Lionel Andrés Messi Cuccittini,Barcelona,14,Shot,Open Play,Off T,0.08857277,103.7,31.9
4190,Lionel Andrés Messi Cuccittini,Barcelona,16,Shot,Open Play,Goal,0.15289779,101.1,43
4192,Lionel Andrés Messi Cuccittini,Barcelona,19,Shot,Open Play,Off T,0.48172402,111.8,49.5
4194,Lionel Andrés Messi Cuccittini,Barcelona,27,Shot,Open Play,Goal,0.4594082,113.2,44.1
4205,Lionel Andrés Messi Cuccittini,Barcelona,72,Shot,Open Play,Saved,0.029383328,108.2,44.6
4208,Lionel Andrés Messi Cuccittini,Barcelona,78,Shot,Open Play,Goal,0.7542873,117.7,40.7
3392,Lionel Andrés Messi Cuccittini,Barcelona,12,Shot,Open Play,Goal,0.32435542,111.9,47.7
3394,Lionel Andrés Messi Cuccittini,Barcelona,23,Shot,Open Play,Off T,0.19586311,111.6,33.2
3397,Lionel Andrés Messi Cuccittini,Barcelona,31,Shot,Open Play,Blocked,0.044835057,108.2,29.2
3412,Lionel Andrés Messi Cuccittini,Barcelona,85,Shot,Open Play,Saved,0.39162707,112.5,37
4395,Lionel Andrés Messi Cuccittini,Barcelona,87,Shot,Open Play,Saved,0.25272977,107.2,31.4
3816,Lionel Andrés Messi Cuccittini,Barcelona,27,Shot,Open Play,Wayward,0.058095574,115.3,52.3
3442,Lionel Andrés Messi Cuccittini,Barcelona,8,Shot,Open Play,Saved,0.036616832,104.1,29.1
3443,Lionel Andrés Messi Cuccittini,Barcelona,9,Shot,Open Play,Off T,0.60775495,104.8,42.4
3456,Lionel Andrés Messi Cuccittini,Barcelona,59,Shot,Open Play,Saved,0.0512368,97.3,40
3647,Lionel Andrés Messi Cuccittini,Barcelona,22,Shot,Open Play,Goal,0.3900877,114,47.9
3652,Lionel Andrés Messi Cuccittini,Barcelona,43,Shot,Open Play,Off T,0.23417386,114.5,50.7
3660,Lionel Andrés Messi Cuccittini,Barcelona,73,Shot,Open Play,Off T,0.2582284,107.3,35
3667,Lionel Andrés Messi Cuccittini,Barcelona,86,Shot,Open Play,Saved,0.052116457,98.1,46.5
3668,Lionel Andrés Messi Cuccittini,Barcelona,86,Shot,Open Play,Saved,0.45535293,109.3,46.2
3862,Lionel Andrés Messi Cuccittini,Barcelona,7,Shot,Open Play,Saved,0.16949248,111.1,40.3
3863,Lionel Andrés Messi Cuccittini,Barcelona,8,Shot,Open Play,Off T,0.06385427,102.9,26.4
3867,Lionel Andrés Messi Cuccittini,Barcelona,20,Shot,Open Play,Blocked,0.2519673,118.3,49.2
3659,Lionel Andrés Messi Cuccittini,Barcelona,7,Shot,Open Play,Saved,0.027658457,97.9,53.5
3673,Lionel Andrés Messi Cuccittini,Barcelona,62,Shot,Open Play,Saved,0.1410998,107,32.9
3676,Lionel Andrés Messi Cuccittini,Barcelona,70,Shot,Open Play,Saved,0.3407271,114.8,36.6
4379,Lionel Andrés Messi Cuccittini,Barcelona,8,Shot,Open Play,Saved,0.08214552,117.8,27.7
4380,Lionel Andrés Messi Cuccittini,Barcelona,10,Shot,Open Play,Off T,0.08301126,104.3,48.9
4382,Lionel Andrés Messi Cuccittini,Barcelona,15,Shot,Open Play,Blocked,0.093251936,105.6,48
4395,Lionel Andrés Messi Cuccittini,Barcelona,67,Shot,Open Play,Off T,0.13913685,103.2,33.6
4396,Lionel Andrés Messi Cuccittini,Barcelona,68,Shot,Open Play,Off T,0.12559733,102.7,39.4
4397,Lionel Andrés Messi Cuccittini,Barcelona,75,Shot,Open Play,Saved,0.027624832,96.1,46.7
4398,Lionel Andrés Messi Cuccittini,Barcelona,85,Shot,Open Play,Saved,0.098172285,116.1,51.2
4399,Lionel Andrés Messi Cuccittini,Barcelona,86,Shot,Open Play,Goal,0.17201729,103.4,34.7
4400,Lionel Andrés Messi Cuccittini,Barcelona,88,Shot,Open Play,Goal,0.86917824,117.7,37.8
4453,Lionel Andrés Messi Cuccittini,Barcelona,49,Shot,Open Play,Blocked,0.115862064,106.3,31.5
4455,Lionel Andrés Messi Cuccittini,Barcelona,57,Shot,Open Play,Post,0.5332679,108.9,36.9
4458,Lionel Andrés Messi Cuccittini,Barcelona,71,Shot,Open Play,Blocked,0.047237165,99.7,35.8
4192,Lionel Andrés Messi Cuccittini,Barcelona,31,Shot,Open Play,Off T,0.11729434,118.4,32.9
4196,Lionel Andrés Messi Cuccittini,Barcelona,41,Shot,Open Play,Saved,0.479006,109.9,46.5
4197,Lionel Andrés Messi Cuccittini,Barcelona,44,Shot,Open Play,Saved,0.04966055,118,50
3958,Lionel Andrés Messi Cuccittini,Barcelona,30,Shot,Open Play,Off T,0.28621292,108,33.4
3962,Lionel Andrés Messi Cuccittini,Barcelona,37,Shot,Open Play,Goal,0.35104954,111.4,43.3
2935,Lionel Andrés Messi Cuccittini,Barcelona,20,Shot,Open Play,Goal,0.123951495,99.6,40.4
2936,Lionel Andrés Messi Cuccittini,Barcelona,22,Shot,Open Play,Blocked,0.05788647,97.6,44.9
2937,Lionel Andrés Messi Cuccittini,Barcelona,25,Shot,Open Play,Saved,0.016373102,112.3,24.5
2941,Lionel Andrés Messi Cuccittini,Barcelona,35,Shot,Open Play,Off T,0.042189416,104.9,41.9
2947,Lionel Andrés Messi Cuccittini,Barcelona,43,Shot,Open Play,Blocked,0.06845781,105.8,34.4
2949,Lionel Andrés Messi Cuccittini,Barcelona,46,Shot,Open Play,Off T,0.06999425,114.3,51.7
2952,Lionel Andrés Messi Cuccittini,Barcelona,57,Shot,Open Play,Off T,0.11483726,113.6,52.8
2966,Lionel Andrés Messi Cuccittini,Barcelona,91,Shot,Open Play,Blocked,0.035393715,99.8,49.8
3639,Lionel Andrés Messi Cuccittini,Barcelona,27,Shot,Open Play,Saved to Post,0.11191477,117.3,30.3
3640,Lionel Andrés Messi Cuccittini,Barcelona,43,Shot,Open Play,Saved,0.071466915,107.5,26.1
3643,Lionel Andrés Messi Cuccittini,Barcelona,54,Shot,Open Play,Blocked,0.022477893,91.9,40
3646,Lionel Andrés Messi Cuccittini,Barcelona,64,Shot,Open Play,Goal,0.34485155,107.7,29.5
3434,Lionel Andrés Messi Cuccittini,Barcelona,88,Shot,Open Play,Goal,0.36034492,109.2,45.8
3723,Lionel Andrés Messi Cuccittini,Barcelona,18,Shot,Open Play,Saved,0.17397396,111.9,51.6
3730,Lionel Andrés Messi Cuccittini,Barcelona,43,Shot,Open Play,Saved,0.06425024,106.1,32
3742,Lionel Andrés Messi Cuccittini,Barcelona,86,Shot,Open Play,Off T,0.36708856,99.4,35.7
3914,Lionel Andrés Messi Cuccittini,Barcelona,5,Shot,Open Play,Post,0.016840618,114.6,58.7
3922,Lionel Andrés Messi Cuccittini,Barcelona,40,Shot,Open Play,Off T,0.033258654,91.7,31.7
3924,Lionel Andrés Messi Cuccittini,Barcelona,47,Shot,Open Play,Blocked,0.07235221,101.6,42.1
4300,Lionel Andrés Messi Cuccittini,Barcelona,77,Shot,Open Play,Saved,0.059361115,102.9,32.9
3596,Lionel Andrés Messi Cuccittini,Barcelona,2,Shot,Open Play,Goal,0.2759544,104.6,50.5
3602,Lionel Andrés Messi Cuccittini,Barcelona,28,Shot,Open Play,Blocked,0.16065016,106.2,47.4
3606,Lionel Andrés Messi Cuccittini,Barcelona,40,Shot,Open Play,Off T,0.018682944,107.2,56.8
3611,Lionel Andrés Messi Cuccittini,Barcelona,68,Shot,Open Play,Saved,0.24319461,108,31.7
4140,Lionel Andrés Messi Cuccittini,Barcelona,26,Shot,Open Play,Blocked,0.03365412,107.8,31.1
4141,Lionel Andrés Messi Cuccittini,Barcelona,32,Shot,Open Play,Saved,0.17617533,113.7,50.3
4158,Lionel Andrés Messi Cuccittini,Barcelona,72,Shot,Open Play,Off T,0.17125483,108.1,45.6
3258,Lionel Andrés Messi Cuccittini,Barcelona,3,Shot,Open Play,Goal,0.05683408,112.8,31.7
3263,Lionel Andrés Messi Cuccittini,Barcelona,33,Shot,Open Play,Off T,0.15424141,102.2,38.8
3269,Lionel Andrés Messi Cuccittini,Barcelona,53,Shot,Open Play,Blocked,0.09910397,114.3,30.1
3271,Lionel Andrés Messi Cuccittini,Barcelona,63,Shot,Open Play,Goal,0.049393356,98.1,37.2
3908,Lionel Andrés Messi Cuccittini,Barcelona,41,Shot,Open Play,Post,0.26056686,110.6,39.6
3917,Lionel Andrés Messi Cuccittini,Barcelona,68,Shot,Open Play,Saved,0.24674882,110.5,32
3923,Lionel Andrés Messi Cuccittini,Barcelona,82,Shot,Open Play,Blocked,0.02353821,100.1,27.2
3925,Lionel Andrés Messi Cuccittini,Barcelona,89,Shot,Open Play,Blocked,0.04577747,108.5,29.2
3574,Lionel Andrés Messi Cuccittini,Barcelona,7,Shot,Open Play,Blocked,0.032467697,107.7,24.9
3581,Lionel Andrés Messi Cuccittini,Barcelona,50,Shot,Open Play,Wayward,0.052131288,103.1,39.9
3583,Lionel Andrés Messi Cuccittini,Barcelona,55,Shot,Open Play,Saved,0.09378173,106.6,29.4
3587,Lionel Andrés Messi Cuccittini,Barcelona,75,Shot,Open Play,Off T,0.045100536,96.5,30.1
3428,Lionel Andrés Messi Cuccittini,Barcelona,3,Shot,Open Play,Off T,0.05234666,96.4,42.5
3434,Lionel Andrés Messi Cuccittini,Barcelona,37,Shot,Open Play,Blocked,0.034126442,105,49.5
4383,Lionel Andrés Messi Cuccittini,Barcelona,28,Shot,Open Play,Blocked,0.095197,115.8,27.3
4386,Lionel Andrés Messi Cuccittini,Barcelona,33,Shot,Open Play,Blocked,0.033161756,94.2,45.8
4389,Lionel Andrés Messi Cuccittini,Barcelona,38,Shot,Open Play,Off T,0.042761188,104.3,47.4
4390,Lionel Andrés Messi Cuccittini,Barcelona,46,Shot,Open Play,Goal,0.4010908,112.5,49.1
4395,Lionel Andrés Messi Cuccittini,Barcelona,75,Shot,Open Play,Blocked,0.064680055,101.5,31
4396,Lionel Andrés Messi Cuccittini,Barcelona,77,Shot,Open Play,Blocked,0.08984734,108.7,29.1
4397,Lionel Andrés Messi Cuccittini,Barcelona,77,Shot,Open Play,Post,0.12815943,116.9,29.7
4399,Lionel Andrés Messi Cuccittini,Barcelona,86,Shot,Open Play,Goal,0.36844027,111.4,34.9
3634,Lionel Andrés Messi Cuccittini,Barcelona,45,Shot,Open Play,Blocked,0.3457095,113.7,34.8
3640,Lionel Andrés Messi Cuccittini,Barcelona,64,Shot,Open Play,Saved,0.21265861,114,51
3790,Lionel Andrés Messi Cuccittini,Barcelona,8,Shot,Open Play,Saved,0.37502667,108.1,40.1
3791,Lionel Andrés Messi Cuccittini,Barcelona,8,Shot,Open Play,Blocked,0.62114453,111.7,43.8
3792,Lionel Andrés Messi Cuccittini,Barcelona,8,Shot,Open Play,Saved,0.15587038,114.8,46.7
3797,Lionel Andrés Messi Cuccittini,Barcelona,30,Shot,Open Play,Off T,0.32478273,109.2,45.6
3805,Lionel Andrés Messi Cuccittini,Barcelona,52,Shot,Open Play,Blocked,0.053129155,103.1,45.5
3809,Lionel Andrés Messi Cuccittini,Barcelona,60,Shot,Open Play,Off T,0.13936852,103.2,30.1
3811,Lionel Andrés Messi Cuccittini,Barcelona,76,Shot,Open Play,Goal,0.19324829,108.3,37.6
4029,Lionel Andrés Messi Cuccittini,Barcelona,13,Shot,Open Play,Saved,0.13548702,113.1,36.2
4030,Lionel Andrés Messi Cuccittini,Barcelona,13,Shot,Open Play,Off T,0.43306282,116.3,37.6
4044,Lionel Andrés Messi Cuccittini,Barcelona,57,Shot,Open Play,Goal,0.19458663,115.5,50.2
4046,Lionel Andrés Messi Cuccittini,Barcelona,82,Shot,Open Play,Goal,0.6111607,114.1,42.6
4047,Lionel Andrés Messi Cuccittini,Barcelona,85,Shot,Open Play,Blocked,0.3758663,106.5,44.6
3581,Lionel Andrés Messi Cuccittini,Barcelona,7,Shot,Open Play,Saved,0.018643359,90.9,43.5
3582,Lionel Andrés Messi Cuccittini,Barcelona,13,Shot,Open Play,Saved,0.13505888,107.2,44.2
3590,Lionel Andrés Messi Cuccittini,Barcelona,41,Shot,Open Play,Goal,0.49148288,106.1,37.8
3593,Lionel Andrés Messi Cuccittini,Barcelona,60,Shot,Open Play,Saved,0.266639,109.1,50.3
3594,Lionel Andrés Messi Cuccittini,Barcelona,60,Shot,Open Play,Off T,0.3237795,114.4,48.8
3597,Lionel Andrés Messi Cuccittini,Barcelona,65,Shot,Open Play,Goal,0.048641652,106.9,45.7
3779,Lionel Andrés Messi Cuccittini,Barcelona,73,Shot,Open Play,Goal,0.08367333,111.3,25.3
3782,Lionel Andrés Messi Cuccittini,Barcelona,87,Shot,Open Play,Off T,0.3580691,104.6,49.5
4483,Lionel Andrés Messi Cuccittini,Barcelona,14,Shot,Open Play,Saved,0.49847782,107.7,45.3
4484,Lionel Andrés Messi Cuccittini,Barcelona,25,Shot,Open Play,Goal,0.26586902,112.5,50.7
4489,Lionel Andrés Messi Cuccittini,Barcelona,53,Shot,Open Play,Saved,0.19118172,111.9,32.8
4495,Lionel Andrés Messi Cuccittini,Barcelona,75,Shot,Open Play,Blocked,0.063012294,102.2,38
4496,Lionel Andrés Messi Cuccittini,Barcelona,77,Shot,Open Play,Goal,0.13087492,109.3,29.9
4501,Lionel Andrés Messi Cuccittini,Barcelona,90,Shot,Open Play,Goal,0.1568549,115.1,28.9
3871,Lionel Andrés Messi Cuccittini,Barcelona,17,Shot,Open Play,Off T,0.02395103,98.6,58.1
3876,Lionel Andrés Messi Cuccittini,Barcelona,36,Shot,Open Play,Blocked,0.04714247,106.5,27.4
4058,Lionel Andrés Messi Cuccittini,Barcelona,11,Shot,Open Play,Goal,0.47356868,113,40.7
4066,Lionel Andrés Messi Cuccittini,Barcelona,54,Shot,Open Play,Saved,0.041783366,104.1,32.4
4075,Lionel Andrés Messi Cuccittini,Barcelona,84,Shot,Open Play,Blocked,0.2105865,105.4,39.5
4000,Lionel Andrés Messi Cuccittini,Barcelona,14,Shot,Open Play,Blocked,0.08836943,103.7,35.8
4007,Lionel Andrés Messi Cuccittini,Barcelona,41,Shot,Open Play,Saved,0.04140597,103.5,30.6
4010,Lionel Andrés Messi Cuccittini,Barcelona,49,Shot,Open Play,Blocked,0.0886313,105.2,34.3
4015,Lionel Andrés Messi Cuccittini,Barcelona,73,Shot,Open Play,Saved,0.059308637,97.1,38.9
3414,Lionel Andrés Messi Cuccittini,Barcelona,25,Shot,Open Play,Off T,0.022595245,99.6,51.9
3419,Lionel Andrés Messi Cuccittini,Barcelona,59,Shot,Open Play,Saved,0.09678309,110.3,52.7
3426,Lionel Andrés Messi Cuccittini,Barcelona,90,Shot,Open Play,Goal,0.26551202,104.7,34.8
3553,Lionel Andrés Messi Cuccittini,Barcelona,10,Shot,Open Play,Off T,0.025285121,99.4,30.7
3555,Lionel Andrés Messi Cuccittini,Barcelona,16,Shot,Open Play,Off T,0.47681987,104.3,32
3564,Lionel Andrés Messi Cuccittini,Barcelona,86,Shot,Open Play,Saved,0.3633036,110.8,30.6
3566,Lionel Andrés Messi Cuccittini,Barcelona,88,Shot,Open Play,Saved,0.033766896,105.2,28.1
4093,Lionel Andrés Messi Cuccittini,Barcelona,76,Shot,Open Play,Post,0.03937333,118.1,51.2
3476,Lionel Andrés Messi Cuccittini,Barcelona,10,Shot,Open Play,Saved,0.08167809,102.6,41.5
3477,Lionel Andrés Messi Cuccittini,Barcelona,16,Shot,Open Play,Goal,0.08624705,105.1,51.4
3484,Lionel Andrés Messi Cuccittini,Barcelona,52,Shot,Open Play,Off T,0.17690638,110.1,33.8
3490,Lionel Andrés Messi Cuccittini,Barcelona,66,Shot,Open Play,Goal,0.4531749,110.6,33.5
3493,Lionel Andrés Messi Cuccittini,Barcelona,81,Shot,Open Play,Saved Off Target,0.035269175,117.8,26.2
3495,Lionel Andrés Messi Cuccittini,Barcelona,85,Shot,Open Play,Goal,0.22740035,117.8,47.8
3617,Lionel Andrés Messi Cuccittini,Barcelona,12,Shot,Open Play,Blocked,0.046237797,108.2,27.7
3628,Lionel Andrés Messi Cuccittini,Barcelona,55,Shot,Open Play,Saved,0.024444925,101.5,52.9
3633,Lionel Andrés Messi Cuccittini,Barcelona,75,Shot,Open Play,Blocked,0.05336426,96.1,35.2
3638,Lionel Andrés Messi Cuccittini,Barcelona,88,Shot,Open Play,Blocked,0.035122514,100.6,39.8
3639,Lionel Andrés Messi Cuccittini,Barcelona,93,Shot,Open Play,Post,0.2482283,112.6,48.9
3543,Lionel Andrés Messi Cuccittini,Barcelona,16,Shot,Open Play,Blocked,0.16752045,102.7,36.7
3553,Lionel Andrés Messi Cuccittini,Barcelona,54,Shot,Open Play,Goal,0.36089617,110.9,52.6
3554,Lionel Andrés Messi Cuccittini,Barcelona,57,Shot,Open Play,Off T,0.35586318,108.4,38
3557,Lionel Andrés Messi Cuccittini,Barcelona,67,Shot,Open Play,Blocked,0.33843407,112.8,43.8
3560,Lionel Andrés Messi Cuccittini,Barcelona,76,Shot,Open Play,Off T,0.28702307,115.6,33.3
3595,Lionel Andrés Messi Cuccittini,Barcelona,6,Shot,Open Play,Saved,0.053890936,105.5,48.6
3673,Lionel Andrés Messi Cuccittini,Barcelona,51,Shot,Open Play,Blocked,0.028157607,98.1,51.8
3679,Lionel Andrés Messi Cuccittini,Barcelona,63,Shot,Open Play,Goal,0.84631765,112.1,41.8
3681,Lionel Andrés Messi Cuccittini,Barcelona,83,Shot,Open Play,Off T,0.024253089,113.6,31.8
4487,Lionel Andrés Messi Cuccittini,Barcelona,8,Shot,Open Play,Blocked,0.10283126,99.6,40.8
4496,Lionel Andrés Messi Cuccittini,Barcelona,32,Shot,Open Play,Goal,0.05118625,107,40.8
4500,Lionel Andrés Messi Cuccittini,Barcelona,50,Shot,Open Play,Goal,0.14045614,103.8,42.7
4503,Lionel Andrés Messi Cuccittini,Barcelona,80,Shot,Open Play,Goal,0.3240862,113.2,30.6
4508,Lionel Andrés Messi Cuccittini,Barcelona,89,Shot,Open Play,Saved,0.13696447,108.6,41.9
4509,Lionel Andrés Messi Cuccittini,Barcelona,90,Shot,Open Play,Saved,0.38248524,111.6,49.9
3665,Lionel Andrés Messi Cuccittini,Barcelona,12,Shot,Open Play,Saved,0.26651174,109.2,28.2
3666,Lionel Andrés Messi Cuccittini,Barcelona,12,Shot,Open Play,Blocked,0.03767419,102.1,25
3670,Lionel Andrés Messi Cuccittini,Barcelona,28,Shot,Open Play,Blocked,0.039779738,111.9,27.5
3677,Lionel Andrés Messi Cuccittini,Barcelona,58,Shot,Open Play,Off T,0.15247382,112.1,29.7
3683,Lionel Andrés Messi Cuccittini,Barcelona,78,Shot,Open Play,Post,0.07955167,104,33.6
3687,Lionel Andrés Messi Cuccittini,Barcelona,84,Shot,Open Play,Blocked,0.09094209,101,41.7
3897,Lionel Andrés Messi Cuccittini,Barcelona,9,Shot,Open Play,Blocked,0.07532275,103.5,41
3899,Lionel Andrés Messi Cuccittini,Barcelona,12,Shot,Open Play,Off T,0.08733401,103.5,52.3
3909,Lionel Andrés Messi Cuccittini,Barcelona,58,Shot,Open Play,Blocked,0.24881761,105,42.3
3914,Lionel Andrés Messi Cuccittini,Barcelona,82,Shot,Open Play,Blocked,0.033990093,96.3,45.7
3425,Lionel Andrés Messi Cuccittini,Barcelona,4,Shot,Open Play,Goal,0.70691043,116.9,38.4
3427,Lionel Andrés Messi Cuccittini,Barcelona,7,Shot,Open Play,Saved,0.17262031,103.9,35.1
3431,Lionel Andrés Messi Cuccittini,Barcelona,29,Shot,Open Play,Post,0.2621965,111,38.9
3434,Lionel Andrés Messi Cuccittini,Barcelona,40,Shot,Open Play,Goal,0.5053481,108.7,38.6
3435,Lionel Andrés Messi Cuccittini,Barcelona,50,Shot,Open Play,Post,0.22060168,108.3,51.6
3438,Lionel Andrés Messi Cuccittini,Barcelona,59,Shot,Open Play,Saved,0.2206768,112.3,35.6
3444,Lionel Andrés Messi Cuccittini,Barcelona,78,Shot,Open Play,Goal,0.49068663,108.7,41.9
3514,Lionel Andrés Messi Cuccittini,Barcelona,20,Shot,Open Play,Goal,0.6735999,113.3,42.9
3515,Lionel Andrés Messi Cuccittini,Barcelona,29,Shot,Open Play,Goal,0.33895084,107.4,38.2
3520,Lionel Andrés Messi Cuccittini,Barcelona,52,Shot,Open Play,Blocked,0.12393598,108.9,49.7
3522,Lionel Andrés Messi Cuccittini,Barcelona,55,Shot,Open Play,Off T,0.041847218,96.4,47.8
3528,Lionel Andrés Messi Cuccittini,Barcelona,79,Shot,Open Play,Blocked,0.046544947,102.6,50.8
3529,Lionel Andrés Messi Cuccittini,Barcelona,83,Shot,Open Play,Off T,0.14029814,112.1,34.7
3493,Lionel Andrés Messi Cuccittini,Barcelona,58,Shot,Open Play,Blocked,0.04004789,98.3,44.1
4335,Lionel Andrés Messi Cuccittini,Barcelona,10,Shot,Open Play,Goal,0.67775047,117.5,47.9
4336,Lionel Andrés Messi Cuccittini,Barcelona,11,Shot,Open Play,Blocked,0.15003346,109.9,43.9
4343,Lionel Andrés Messi Cuccittini,Barcelona,41,Shot,Open Play,Blocked,0.17943491,112.5,33.7
4346,Lionel Andrés Messi Cuccittini,Barcelona,52,Shot,Open Play,Saved,0.047910813,110.8,29.6
4350,Lionel Andrés Messi Cuccittini,Barcelona,67,Shot,Open Play,Goal,0.20058915,107.1,45.2
4351,Lionel Andrés Messi Cuccittini,Barcelona,73,Shot,Open Play,Off T,0.08667837,103.4,44.7
3975,Lionel Andrés Messi Cuccittini,Barcelona,16,Shot,Open Play,Saved,0.0828113,116,27.9
3987,Lionel Andrés Messi Cuccittini,Barcelona,51,Shot,Open Play,Goal,0.7335308,114.9,48.6
3988,Lionel Andrés Messi Cuccittini,Barcelona,68,Shot,Open Play,Saved,0.05562221,104.2,29.6
3990,Lionel Andrés Messi Cuccittini,Barcelona,73,Shot,Open Play,Goal,0.50890344,115,41.6
3991,Lionel Andrés Messi Cuccittini,Barcelona,28,Shot,Open Play,Goal,0.55934536,114.1,41.2
3993,Lionel Andrés Messi Cuccittini,Barcelona,41,Shot,Open Play,Blocked,0.038579278,100.5,29.4
3995,Lionel Andrés Messi Cuccittini,Barcelona,44,Shot,Open Play,Blocked,0.05541751,99.7,37.9
4002,Lionel Andrés Messi Cuccittini,Barcelona,64,Shot,Open Play,Saved,0.18018204,100.9,35.6
4004,Lionel Andrés Messi Cuccittini,Barcelona,79,Shot,Open Play,Blocked,0.13105613,106.3,31.4
4005,Lionel Andrés Messi Cuccittini,Barcelona,79,Shot,Open Play,Blocked,0.07957669,109,31.4
4171,Lionel Andrés Messi Cuccittini,Barcelona,68,Shot,Open Play,Off T,0.0495328,98.3,31.9
4174,Lionel Andrés Messi Cuccittini,Barcelona,75,Shot,Open Play,Blocked,0.06566999,102.4,37.9
4175,Lionel Andrés Messi Cuccittini,Barcelona,75,Shot,Open Play,Saved,0.14082362,115.9,52.5
3835,Lionel Andrés Messi Cuccittini,Barcelona,24,Shot,Open Play,Goal,0.2932696,106.8,35.2
3994,Lionel Andrés Messi Cuccittini,Barcelona,46,Shot,Open Play,Blocked,0.06753519,103.4,51.7
3998,Lionel Andrés Messi Cuccittini,Barcelona,55,Shot,Open Play,Off T,0.03486994,109.1,37
4004,Lionel Andrés Messi Cuccittini,Barcelona,77,Shot,Open Play,Saved,0.085825354,113.2,51.9
4006,Lionel Andrés Messi Cuccittini,Barcelona,81,Shot,Open Play,Blocked,0.028093902,97.6,46.5
3587,Lionel Andrés Messi Cuccittini,Barcelona,16,Shot,Open Play,Off T,0.39141354,114.9,43.4
3588,Lionel Andrés Messi Cuccittini,Barcelona,24,Shot,Open Play,Off T,0.3898739,107.4,41.7
3591,Lionel Andrés Messi Cuccittini,Barcelona,43,Shot,Open Play,Goal,0.17812036,103.9,36.2
3598,Lionel Andrés Messi Cuccittini,Barcelona,78,Shot,Open Play,Off T,0.20570517,108.8,41.6
3599,Lionel Andrés Messi Cuccittini,Barcelona,85,Shot,Open Play,Saved,0.09800331,115.5,51.2
3785,Lionel Andrés Messi Cuccittini,Barcelona,8,Shot,Open Play,Wayward,0.09860133,111.8,38
3786,Lionel Andrés Messi Cuccittini,Barcelona,8,Shot,Open Play,Off T,0.09463087,114.1,30.9
3798,Lionel Andrés Messi Cuccittini,Barcelona,60,Shot,Open Play,Blocked,0.060703866,108,30.5
3800,Lionel Andrés Messi Cuccittini,Barcelona,63,Shot,Open Play,Goal,0.14391544,102.1,37.1
4158,Lionel Andrés Messi Cuccittini,Barcelona,4,Shot,Open Play,Saved,0.48121697,108.4,42.7
4163,Lionel Andrés Messi Cuccittini,Barcelona,16,Shot,Open Play,Saved,0.17936134,115.3,29.2
4173,Lionel Andrés Messi Cuccittini,Barcelona,58,Shot,Open Play,Saved,0.1873745,106,37.9
4174,Lionel Andrés Messi Cuccittini,Barcelona,62,Shot,Open Play,Blocked,0.23302844,112.6,49.1
4178,Lionel Andrés Messi Cuccittini,Barcelona,71,Shot,Open Play,Goal,0.24067733,114.8,32
4182,Lionel Andrés Messi Cuccittini,Barcelona,80,Shot,Open Play,Saved,0.31158462,109.3,38.1
3387,Lionel Andrés Messi Cuccittini,Barcelona,9,Shot,Open Play,Saved,0.017642513,99.3,58.1
3390,Lionel Andrés Messi Cuccittini,Barcelona,26,Shot,Open Play,Saved,0.15113467,113,50.1
3395,Lionel Andrés Messi Cuccittini,Barcelona,37,Shot,Open Play,Blocked,0.22240074,106.5,40.9
3396,Lionel Andrés Messi Cuccittini,Barcelona,49,Shot,Open Play,Saved,0.0361333,99.9,33.6
4211,Lionel Andrés Messi Cuccittini,Barcelona,52,Shot,Open Play,Blocked,0.037900496,100,48.2
4215,Lionel Andrés Messi Cuccittini,Barcelona,76,Shot,Open Play,Saved,0.053050477,106.7,43.1
4218,Lionel Andrés Messi Cuccittini,Barcelona,85,Shot,Open Play,Saved,0.058699906,96.6,45.8
